Label,Data,text_length,clean,clean_sentence,clean_sentence_length
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),23,"['ever', 'thought', 'living', 'good', 'life', 'perfect', 'partner', 'message', 'back', 'name', 'age', 'join', 'mobile', 'community', 'psms']",ever thought living good life perfect partner message back name age join mobile community psms,15
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",26,"['free', 'top', 'polyphonic', 'tone', 'call', 'national', 'rate', 'get', 'toppoly', 'flirt', 'sent', 'every', 'week', 'text', 'subpoly', 'per', 'pole', 'unsub']",free top polyphonic tone call national rate get toppoly flirt sent every week text subpoly per pole unsub,18
ham,Gud mrng dear hav a nice day,7,"['good', 'mrng', 'drop', 'everything', 'read', 'hav', 'national', 'institute', 'clinical', 'excellence', 'day']",good mrng drop everything read hav national institute clinical excellence day,11
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,29,"['hoping', 'enjoyed', 'game', 'yesterday', 'sorry', 'beat', 'please', 'know', 'fondly', 'bein', 'hoe', 'great', 'week', 'abiola']",hoping enjoyed game yesterday sorry beat please know fondly bein hoe great week abiola,14
ham,All e best 4 ur driving tmr :-),8,"['ecstasy', 'best', 'driving', 'tomorrow']",ecstasy best driving tomorrow,4
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,12,"['ywhere', 'dogbreath', 'sounding', 'like', 'jan', 'see', 'al']",ywhere dogbreath sounding like jan see al,7
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,14,"['oh', 'god', 'want', 'scream', 'weighed', 'lost', 'weight', 'woohoo']",oh god want scream weighed lost weight woohoo,8
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,16,"['generally', 'isnt', 'one', 'uncountable', 'noun', 'dictionary', 'piece', 'research']",generally isnt one uncountable noun dictionary piece research,8
ham,it's really getting me down just hanging around.,8,"['really', 'getting', 'hanging', 'around']",really getting hanging around,4
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",27,"['orange', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'loyalty', 'call', 'offer', 'end', 'thmarch', 'term', 'condition', 'apply', 'optout', 'availa']",orange customer may claim free camera phone upgrade loyalty call offer end thmarch term condition apply optout availa,18
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",17,"['petey', 'boy', 'whereare', 'friendsare', 'thekingshead', 'come', 'canlove', 'nic']",petey boy whereare friendsare thekingshead come canlove nic,8
ham,Ok i msg u b4 i leave my house.,9,"['kidding', 'message', 'leave', 'house']",kidding message leave house,4
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",9,"['gim', 'minute', 'ago']",gim minute ago,3
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",26,"['last', 'chance', 'claim', 'worth', 'discount', 'voucher', 'today', 'text', 'shop', 'savamob', 'offer', 'mobile', 'counterstrike', 'savamob', 'pobox', 'muz', 'sub']",last chance claim worth discount voucher today text shop savamob offer mobile counterstrike savamob pobox muz sub,17
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,15,"['appt', 'lttimegt', 'fault', 'listen', 'told', 'twice']",appt lttimegt fault listen told twice,6
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,29,"['free', 'week', 'noone', 'nokia', 'tone', 'mobile', 'every', 'week', 'message', 'nokia', 'get', 'txting', 'tell', 'mate', 'pobox', 'wwq', 'normptone']",free week noone nokia tone mobile every week message nokia get txting tell mate pobox wwq normptone,17
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,27,"['guaranteed', 'award', 'even', 'cashto', 'claim', 'award', 'call', 'free', 'stop', 'getstop', 'php', 'rg', 'jx']",guaranteed award even cashto claim award call free stop getstop php rg jx,13
ham,K I'll be there before 4.,6,['ok'],ok,1
ham,I dled 3d its very imp,6,"['dled', 'pleasure']",dled pleasure,2
ham,"sure, but make sure he knows we ain't smokin yet",10,"['sure', 'make', 'sure', 'know', 'whatever', 'smokin', 'yet']",sure make sure know whatever smokin yet,7
ham,Boooo you always work. Just quit.,6,"['boooo', 'always', 'work', 'quit']",boooo always work quit,4
ham,I am taking half day leave bec i am not well,11,"['taking', 'half', 'day', 'leave', 'bec']",taking half day leave bec,5
ham,Ugh I don't wanna get out of bed. It's so warm.,11,"['disappointment', 'disgust', 'want', 'get', 'bed', 'warm']",disappointment disgust want get bed warm,6
ham,S:)s.nervous  &lt;#&gt; :),4,['nervous'],nervous,1
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,21,"['there', 'ring', 'come', 'guy', 'costume', 'gift', 'future', 'yowifes', 'hint', 'hint']",there ring come guy costume gift future yowifes hint hint,10
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,23,"['congratulation', 'awarded', 'either', 'compact', 'disc', 'gift', 'voucher', 'free', 'entry', 'weekly', 'cannabis', 'message', 'music', 'tncs']",congratulation awarded either compact disc gift voucher free entry weekly cannabis message music tncs,14
ham,I borrow ur bag ok.,5,"['borrow', 'get', 'ok']",borrow get ok,3
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",23,"['outbid', 'simonwatson', 'shinco', 'digital', 'versatile', 'disc', 'plyr', 'bid', 'visit', 'acsmsrewards', 'end', 'bid', 'notification', 'reply', 'end']",outbid simonwatson shinco digital versatile disc plyr bid visit acsmsrewards end bid notification reply end,15
ham,Where's my boytoy? I miss you ... What happened?,9,"['wheres', 'boytoy', 'miss', 'silence', 'happened']",wheres boytoy miss silence happened,5
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",23,"['lot', 'used', 'one', 'babe', 'model', 'doesnt', 'help', 'youi', 'bring', 'hell', 'match']",lot used one babe model doesnt help youi bring hell match,11
ham,Also are you bringing galileo or dobby,7,"['also', 'bringing', 'galileo', 'dobby']",also bringing galileo dobby,4
ham,Then why you not responding,5,['responding'],responding,1
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",23,"['boo', 'babe', 'enjoyin', 'yourjob', 'seemed', 'gettin', 'hunnyhope', 'ure', 'oktake', 'care', 'llspeak', 'soonlots', 'loveme', 'xxxx']",boo babe enjoyin yourjob seemed gettin hunnyhope ure oktake care llspeak soonlots loveme xxxx,14
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,24,"['good', 'afternoon', 'starshine', 'hows', 'boytoy', 'crave', 'yet', 'ache', 'fuck', 'sip', 'cappuccino', 'miss', 'babe', 'teasing', 'kiss']",good afternoon starshine hows boytoy crave yet ache fuck sip cappuccino miss babe teasing kiss,15
ham,On the road so cant txt,6,"['road', 'cant', 'message']",road cant message,3
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",20,"['smsservices', 'yourinclusive', 'text', 'credit', 'please', 'goto', 'login', 'qxj', 'unsubscribe', 'stop', 'offence', 'top', 'charge', 'help', 'comuk', 'cm', 'ae']",smsservices yourinclusive text credit please goto login qxj unsubscribe stop offence top charge help comuk cm ae,17
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,31,"['p', 'alfie', 'moon', 'child', 'need', 'song', 'mob', 'tell', 'm', 'message', 'tone', 'charity', 'nokias', 'polyamory', 'charity', 'polys', 'zombie', 'profit', 'charity']",p alfie moon child need song mob tell m message tone charity nokias polyamory charity polys zombie profit charity,19
ham,Have a good evening! Ttyl,5,"['good', 'evening', 'talk', 'later']",good evening talk later,4
ham,Hmm .. Bits and pieces lol ... *sighs* ...,9,"['hmm', 'bit', 'piece', 'laughing', 'loud', 'silence', 'sigh', 'silence']",hmm bit piece laughing loud silence sigh silence,8
ham,Hahaha..use your brain dear,4,"['hahaha', 'use', 'brain', 'drop', 'everything', 'read']",hahaha use brain drop everything read,6
ham,Hey. You got any mail?,5,"['hey', 'got', 'mail']",hey got mail,3
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",19,"['sorry', 'light', 'turned', 'green', 'meant', 'another', 'friend', 'wanted', 'worth', 'may', 'around']",sorry light turned green meant another friend wanted worth may around,11
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,14,"['thanks', 'yesterday', 'sir', 'wonderful', 'hope', 'enjoyed', 'burial', 'mojibiola']",thanks yesterday sir wonderful hope enjoyed burial mojibiola,8
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,27,"['secret', 'admirer', 'reveal', 'think', 'special', 'call', 'opt', 'reply', 'reveal', 'stop', 'per', 'message', 'recd', 'cust', 'care']",secret admirer reveal think special call opt reply reveal stop per message recd cust care,15
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,29,"['hello', 'friend', 'recreational', 'vehicle', 'hav', 'national', 'institute', 'clinical', 'excellence', 'hol', 'message', 'say', 'hello', 'sent', 'age', 'started', 'driving', 'stay', 'roadsrvx']",hello friend recreational vehicle hav national institute clinical excellence hol message say hello sent age started driving stay roadsrvx,19
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",24,"['drop', 'everything', 'read', 'voucher', 'holder', 'claim', 'week', 'offer', 'politically', 'correct', 'please', 'go', 'tscs', 'apply', 'stop', 'text', 'message', 'stop']",drop everything read voucher holder claim week offer politically correct please go tscs apply stop text message stop,18
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",43,"['thank', 'much', 'whatever', 'skyped', 'kz', 'sura', 'whatever', 'didnt', 'get', 'pleasure', 'company', 'hope', 'good', 'weve', 'given', 'ultimatum', 'oh', 'whatever', 'countin', 'aburo', 'enjoy', 'message', 'sent', 'day', 'ago']",thank much whatever skyped kz sura whatever didnt get pleasure company hope good weve given ultimatum oh whatever countin aburo enjoy message sent day ago,25
ham,Surely result will offer:),4,"['surely', 'result', 'offer']",surely result offer,3
ham,Good Morning my Dear........... Have a great &amp; successful day.,10,"['good', 'morning', 'dear', 'great', 'amp', 'successful', 'day']",good morning dear great amp successful day,7
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,28,"['want', 'anytime', 'two', 'connected', 'computer', 'min', 'text', 'new', 'video', 'phone', 'five', 'pound', 'per', 'week', 'call', 'reply', 'delivery', 'tomorrow']",want anytime two connected computer min text new video phone five pound per week call reply delivery tomorrow,18
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",77,"['sir', 'missed', 'period', 'paying', 'rent', 'past', 'month', 'pay', 'dollar', 'charge', 'felt', 'would', 'inconsiderate', 'nag', 'something', 'give', 'great', 'cost', 'thats', 'didnt', 'speak', 'however', 'recession', 'wont', 'able', 'pay', 'charge', 'month', 'hence', 'askin', 'ahead', 'month', 'end', 'please', 'help', 'thanks']",sir missed period paying rent past month pay dollar charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin ahead month end please help thanks,36
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,28,"['whatever', 'tried', 'contact', 'regarding', 'offer', 'new', 'video', 'phone', 'anytime', 'two', 'connected', 'computer', 'min', 'half', 'price', 'rental', 'camcorder', 'call', 'reply', 'delivery', 'wed']",whatever tried contact regarding offer new video phone anytime two connected computer min half price rental camcorder call reply delivery wed,21
spam,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,28,"['last', 'chance', 'claim', 'worth', 'discount', 'voucherstext', 'yes', 'nowsavamobmember', 'offer', 'mobile', 'counterstrike', 'sub', 'remove', 'message', 'kiss', 'stop']",last chance claim worth discount voucherstext yes nowsavamobmember offer mobile counterstrike sub remove message kiss stop,16
